year,granteename,fips,countyOriginal,county,contexts,settings,ct
2023,Southwest Health and Human Services (SWHHS SHIP),,Redwood County,Redwood,"MN Eats, MN Moves",Schools,1
2023,Southwest Health and Human Services (SWHHS SHIP),,Redwood County,Redwood,"MN Eats, MN Moves",Schools,1
2023,Southwest Health and Human Services (SWHHS SHIP),,Redwood County,Redwood,MN Moves,Community,1
2023,Southwest Health and Human Services (SWHHS SHIP),,Redwood County,Redwood,MN Eats,Community,1
2023,Southwest Health and Human Services (SWHHS SHIP),,Redwood County,Redwood,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Schools,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Workplace,1
2024,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Workplace,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,"Community, Schools",1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN CFT,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,"Community, Health Care",1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,"MN Moves, MN Well-being",Schools,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Eats,Community,1
2023,Kandiyohi-Renville,,Renville County,Renville,MN Moves,Workplace,1
2024,Rice County,,Rice County,Rice,MN Eats,Workplace,1
2024,Rice County,,Rice County,Rice,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2024,Rice County,,Rice County,Rice,"MN Eats, MN Moves",Schools,1
2024,Rice County,,Rice County,Rice,MN Moves,Schools,1
2024,Rice County,,Rice County,Rice,MN Eats,Schools,1
2024,Rice County,,Rice County,Rice,MN Eats,Community,1
2024,Rice County,,Rice County,Rice,MN Moves,Community,1
2024,Rice County,,Rice County,Rice,MN Moves,Community,1
2024,Rice County,,Rice County,Rice,MN Well-being,Schools,1
2024,Rice County,,Rice County,Rice,MN Breathes,Community,1
2024,Rice County,,Rice County,Rice,MN Eats,Workplace,1
2023,Rice County,,Rice County,Rice,MN Eats,Health Care,1
2023,Rice County,,Rice County,Rice,"MN Eats, MN Well-being",Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,"MN Eats, MN Moves",Schools,1
2023,Rice County,,Rice County,Rice,"MN Eats, MN Moves",Schools,1
2023,Rice County,,Rice County,Rice,MN Well-being,Schools,1
2023,Rice County,,Rice County,Rice,"MN Moves, MN Well-being",Workplace,1
2023,Rice County,,Rice County,Rice,MN Moves,Schools,1
2023,Rice County,,Rice County,Rice,MN Moves,Schools,1
2023,Rice County,,Rice County,Rice,MN Moves,Community,1
2023,Rice County,,Rice County,Rice,MN Moves,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Workplace,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Well-being,Health Care,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Moves,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,"MN Eats, MN Moves",Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Moves,Schools,1
2023,Rice County,,Rice County,Rice,MN Moves,Community,1
2023,Rice County,,Rice County,Rice,MN Moves,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Community,1
2023,Rice County,,Rice County,Rice,MN Eats,Health Care,1
2023,Rice County,,Rice County,Rice,"MN Moves, MN Well-being",Schools,1
2023,Rice County,,Rice County,Rice,MN Well-being,Community,1
2023,Rice County,,Rice County,Rice,MN Well-being,Workplace,1
2023,Rice County,,Rice County,Rice,MN Well-being,Workplace,1
2023,Rice County,,Rice County,Rice,MN Eats,Workplace,1
2023,Rice County,,Rice County,Rice,MN Eats,Workplace,1
2023,Southwest Health and Human Services (SWHHS SHIP),,Rock County,Rock,MN CFT,Schools,1
2024,Quin County Community Health Service,27135,Roseau County,Roseau,MN Well-being,Workplace,1
2023,Quin County Community Health Service,27135,Roseau County,Roseau,MN Eats,Health Care,1
2023,Quin County Community Health Service,27135,Roseau County,Roseau,MN Well-being,"Schools, Workplace",1
2023,Quin County Community Health Service,27135,Roseau County,Roseau,MN Moves,Community,1
2023,Quin County Community Health Service,27135,Roseau County,Roseau,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,"Community, Workplace",1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Moves, MN Well-being",Schools,1
2024,Scott County Public Health,,Scott County,Scott,MN Breathes,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Child Care,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Moves","Community, Workplace",1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Moves","Community, Workplace",1
2024,Scott County Public Health,,Scott County,Scott,MN Moves,Community,1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Moves",Schools,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being",Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Health Care,1
2024,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Scott County Public Health,,Scott County,Scott,MN Well-being,Health Care,1
2024,Scott County Public Health,,Scott County,Scott,MN Moves,Health Care,1
2024,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2024,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2024,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2024,Scott County Public Health,,Scott County,Scott,MN Well-being,Community,1
2024,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Moves","Community, Workplace",1
2024,Scott County Public Health,,Scott County,Scott,MN Moves,Workplace,1
2024,Scott County Public Health,,Scott County,Scott,MN Moves,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Moves,"Schools, Workplace",1
2023,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being","Community, Workplace",1
2023,Scott County Public Health,,Scott County,Scott,"MN CFT, MN Eats",Community,1
2023,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being",Schools,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Moves,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2023,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being","Schools, Workplace",1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,"Schools, Workplace",1
2023,Scott County Public Health,,Scott County,Scott,MN Moves,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Schools,1
2023,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being",Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,"Community, Health Care",1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Child Care,1
2023,Scott County Public Health,,Scott County,Scott,"MN CFT, MN Eats, MN Moves, MN Well-being",Health Care,1
2023,Scott County Public Health,,Scott County,Scott,MN Moves,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,"MN Eats, MN Well-being",Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Health Care,1
2023,Scott County Public Health,,Scott County,Scott,MN Moves,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Well-being,Schools,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,"Health Care, Workplace",1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Workplace,1
2023,Scott County Public Health,,Scott County,Scott,MN Eats,Community,1
2024,Sherburne County,,Sherburne County,Sherburne,"MN Breathes, MN Well-being",Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Breathes,Community,1
2024,Sherburne County,,Sherburne County,Sherburne,"MN Breathes, MN Well-being",Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Breathes,Community,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,"MN CFT, MN Well-being","Community, Workplace",1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Schools,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Schools,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Eats,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Schools,1
2023,Sherburne County,,Sherburne County,Sherburne,MN CFT,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Moves,Child Care,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Moves,Schools,1
2023,Sherburne County,,Sherburne County,Sherburne,"MN Eats, MN Well-being",Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Eats,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Eats,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Community,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Sherburne County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2023,Benton County,,Sherburne County,Sherburne,MN Well-being,Workplace,1
2024,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,"MN Breathes, MN Eats, MN Moves",Schools,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,"MN Eats, MN Moves",Schools,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,MN Eats,Community,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,MN CFT,Schools,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,MN Eats,Schools,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,"MN CFT, MN Eats, MN Moves",Schools,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,"MN CFT, MN Eats, MN Moves",Workplace,1
2023,Meeker-McLeod-Sibley Community Health Services,,Sibley County,Sibley,MN Eats,Workplace,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,"Community, Workplace",1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,"Community, Workplace",1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,"Community, Workplace",1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,"Community, Workplace",1
2024,Healthy Northland,,St. Louis County,St. Louis,"MN Breathes, MN Well-being",Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,"MN Breathes, MN Well-being",Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,"MN Eats, MN Moves",Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Breathes,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Breathes,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Breathes,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Breathes,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,"MN Breathes, MN Eats, MN Moves, MN Well-being",Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,"MN Breathes, MN Moves",Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Schools,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Workplace,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Schools,1
2023,Healthy Northland,,St. Louis County,St. Louis,"MN Moves, MN Well-being","Community, Health Care",1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,"Community, Health Care",1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Workplace,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,"MN CFT, MN Well-being",Schools,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Schools,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,"MN CFT, MN Well-being",Schools,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Moves,"Community, Health Care",1
2023,Healthy Northland,,St. Louis County,St. Louis,"MN Moves, MN Well-being",Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Moves,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Well-being,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2023,Healthy Northland,,St. Louis County,St. Louis,MN Eats,Community,1
2024,Stearns County,,Stearns County,Stearns,MN Moves,Community,1
2024,Benton County,,Stearns County,Stearns,MN Breathes,Community,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Community,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Community,1
2024,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2024,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Community,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Sherburne County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Benton County,,Stearns County,Stearns,MN Well-being,Workplace,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,"MN Eats, MN Well-being",Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,"MN CFT, MN Eats",Community,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,"MN Eats, MN Well-being",Community,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Schools,1
2023,Stearns County,,Stearns County,Stearns,MN Well-being,Community,1
2023,Stearns County,,Stearns County,Stearns,MN Eats,Community,1
2023,Stearns County,,Stearns County,Stearns,"MN Eats, MN Moves, MN Well-being",Community,1
2023,Stearns County,,Stearns County,Stearns,MN Moves,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Moves,Schools,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Moves,Schools,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Moves,Community,1
2024,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN CFT, MN Moves",Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN CFT, MN Moves, MN Well-being",Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Well-being,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Moves,Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN CFT, MN Well-being",Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Well-being,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN CFT, MN Well-being",Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Well-being,Community,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Well-being,Schools,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN Eats, MN Well-being",Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,"MN CFT, MN Eats",Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Workplace,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Health Care,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2023,Dodge-Steele Community Health Board,,Steele County,Steele,MN Eats,Community,1
2024,Horizon SHIP,,Stevens County,Stevens,MN Eats,Health Care,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Community,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Health Care,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Well-being,Workplace,1
2023,Horizon SHIP,,Stevens County,Stevens,"MN Moves, MN Well-being",Schools,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Community,1
2023,Horizon SHIP,,Stevens County,Stevens,"MN Eats, MN Well-being",Community,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Community,1
2023,Horizon SHIP,,Stevens County,Stevens,"MN Eats, MN Moves",Community,1
2023,Horizon SHIP,,Stevens County,Stevens,"MN Eats, MN Well-being",Community,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Community,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Eats,Community,1
2023,Horizon SHIP,,Stevens County,Stevens,MN Well-being,Child Care,1
2023,Horizon SHIP,,Stevens County,Stevens,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2024,Countryside Public Health,,Swift County,Swift,MN Moves,Community,1
2024,Countryside Public Health,,Swift County,Swift,MN Eats,Community,1
2024,Countryside Public Health,,Swift County,Swift,MN Eats,Community,1
2024,Countryside Public Health,,Swift County,Swift,MN Eats,Community,1
2024,Countryside Public Health,,Swift County,Swift,"MN Eats, MN Moves, MN Well-being","Schools, Workplace",1
2024,Countryside Public Health,,Swift County,Swift,MN Eats,Community,1
2024,Countryside Public Health,,Swift County,Swift,"MN Eats, MN Well-being",Schools,1
2024,Countryside Public Health,,Swift County,Swift,"MN Eats, MN Well-being","Schools, Workplace",1
